COD,LOC,REF,PRC,QTD
1N981,COMPONENTE / ZENER,"Diodo Zener 0,5W X 68V 1N981",0.25,127.00
1N753,COMPONENTE / ZENER,"Diodo Zener 0,5W X 6V2 1N753",0.25,94.00
1N754,COMPONENTE / ZENER,"Diodo Zener 0,5W X 6V8 1N754 ",0.25,9.00
1N982,COMPONENTE / ZENER,"Diodo Zener 0,5W X 75V 1N982",0.25,1.00
1N755,COMPONENTE / ZENER,"Diodo Zener 0,5W X 7V5 1N755",0.25,94.00
1N756,COMPONENTE / ZENER,"Diodo Zener 0,5W X 8V2 1N756",0.25,86.00
1N984,COMPONENTE / ZENER,"Diodo Zener 0,5W X 91V 1N984",0.25,0.00
1N757,COMPONENTE / ZENER,"Diodo Zener 0,5W X 9V1 1N757",0.25,47.00
1N393,COMPONENTE / ZENER,Diodo Zener 0.15W X 120V 1N393,0.25,82.00
1N3016,COMPONENTE / DIODO,"Diodo Zener 1N3016B 6,8V Metal Case  Zener Diversos 1",29.90,6.00
1N3020B,COMPONENTE / DIODO,Diodo Zener 1N3020B 10V Metal Case  Zener Dioversos 1,29.90,0.00
1N3028B,COMPONENTE / DIODO,Diodo Zener 1N3028B 22V Metal Case  Zener Diversos 1,29.90,1.00
1N3040B,COMPONENTE / DIODO,Diodo Zener 1N3040B 68V Metal Case  Zener Diversos 1,29.90,10.00
1N4656,COMPONENTE / DIODO,"Diodo ZENER 1N4656A 6,2V 5% 1W ESPECIAL PARAFUSO DO-15 Zener Diversos 1",29.90,1.00
1N649,COMPONENTE / DIODO,"Diodo Zener 1N649 =1N645, 600V  DIODO 13",12.90,1.00
1N829A,COMPONENTE / DIODO,Diodo Zener 1N829A Temperature Compensated 6.2V ±5mV Zener Diversos1,16.90,1.00
1N4740,COMPONENTE / ZENER,Diodo Zener 1W X 10V 1N4740,0.45,65.00
1N4741,COMPONENTE / ZENER,Diodo Zener 1W X 11V 1N4741,0.45,30.00
1N4742,COMPONENTE / ZENER,Diodo Zener 1W X 12V 1N4742,0.45,156.00
1N4743,COMPONENTE / ZENER,Diodo Zener 1W X 13V 1N4743,0.45,79.00
150V,COMPONENTE / ZENER,Diodo Zener 1W X 150V,0.45,0.00
1N4744,COMPONENTE / ZENER,Diodo Zener 1W X 15V 1N4744,0.45,281.00
1N4745,COMPONENTE / ZENER,Diodo Zener 1W X 16V 1N4745,0.45,58.00
1N4746,COMPONENTE / ZENER,Diodo Zener 1W X 18V 1N4746,0.45,71.00
1N4747,COMPONENTE / ZENER,Diodo Zener 1W X 20V 1N4747,0.45,10.00
1N4748,COMPONENTE / ZENER,Diodo Zener 1W X 22V 1N4748  :AA3,0.45,341.00
1N4749,COMPONENTE / ZENER,Diodo Zener 1W X 24V 1N4749,0.45,115.00
1N4750,COMPONENTE / ZENER,Diodo Zener 1W X 27V 1N4750,0.45,68.00
1N4751,COMPONENTE / ZENER,Diodo Zener 1W X 30V 1N4751,0.45,0.00
1N4752,COMPONENTE / ZENER,Diodo Zener 1W X 33V 1N4752,0.45,16.00
1N4753,COMPONENTE / ZENER,Diodo Zener 1W X 36V 1N4753,0.45,43.00
39V,COMPONENTE / ZENER,Diodo Zener 1W X 39V ,0.45,14.00
1N4754,COMPONENTE / ZENER,Diodo Zener 1W X 39V 1N4754,0.45,8.00
1N4727,COMPONENTE / ZENER,Diodo Zener 1W X 3V,0.45,53.00
1N4728,COMPONENTE / ZENER,Diodo Zener 1W X 3V3 1N4728,0.45,85.00
1N4729,COMPONENTE / ZENER,Diodo Zener 1W X 3V6 1N4729 ,0.45,0.00
1N4730,COMPONENTE / ZENER,Diodo Zener 1W X 3V9 1N4730,0.45,24.00
43V,COMPONENTE / ZENER,Diodo Zener 1W X 43V  ,0.45,0.00
1N4755,COMPONENTE / ZENER,Diodo Zener 1W X 43V 1N4755,0.45,0.00
1N4756,COMPONENTE / ZENER,Diodo Zener 1W X 47V 1N4756,0.45,46.00
1N4731,COMPONENTE / ZENER,Diodo Zener 1W X 4V3 1N4731,0.45,67.00
1N4732,COMPONENTE / ZENER,Diodo Zener 1W X 4V7 1N4732,0.45,60.00
1N4757,COMPONENTE / ZENER,Diodo Zener 1W X 51V 1N4757,0.45,12.00
1N4758,COMPONENTE / ZENER,Diodo Zener 1W X 56V 1N4758 ,0.45,9.00
1N4733,COMPONENTE / ZENER,Diodo Zener 1W X 5V1 1N4733,0.45,0.00
1N4734,COMPONENTE / ZENER,Diodo Zener 1W X 5V6 1N4734,0.45,36.00
1N4759,COMPONENTE / ZENER,Diodo Zener 1W X 62V 1N4759,0.45,0.00
1N4760,COMPONENTE / ZENER,Diodo Zener 1W X 68V 1N4760,0.45,0.00
1N4735,COMPONENTE / ZENER,Diodo Zener 1W X 6V2 1N4735,0.45,50.00
1N4736,COMPONENTE / ZENER,Diodo Zener 1W X 6V8 1N4736,0.45,55.00
1N4761,COMPONENTE / ZENER,Diodo Zener 1W X 75V 1N4761,0.45,24.00
1N4737,COMPONENTE / ZENER,Diodo Zener 1W X 7V5 1N4737 ,0.45,95.00
1N4762,COMPONENTE / ZENER,Diodo Zener 1W X 82V 1N4762,0.45,0.00
1N4738,COMPONENTE / ZENER,Diodo Zener 1W X 8V2 1N4738,0.45,45.00
1N4763,COMPONENTE / ZENER,Diodo Zener 1W X 91V 1N4763,0.45,0.00
1N4739,COMPONENTE / ZENER,Diodo Zener 1W X 9V1 1N4739,0.45,52.00
1N5347,COMPONENTE / ZENER,Diodo Zener 5W X 10V 1N5347,2.50,0.00
1N5348,COMPONENTE / ZENER,Diodo Zener 5W X 11V 1N5348,2.50,14.00
1N5380,COMPONENTE / ZENER,Diodo Zener 5W X 120V 1N5380,2.70,8.00
1N5349,COMPONENTE / ZENER,Diodo Zener 5W X 12V 1N5349,3.20,46.00
1N5381,COMPONENTE / ZENER,Diodo Zener 5W X 130V 1N5381,3.20,74.00
R2M,COMPONENTE / ZENER,Diodo Zener 5W X 135V...180V R2M,2.50,0.00
1N5350,COMPONENTE / ZENER,Diodo Zener 5W X 13V 1N5350,2.50,0.00
1N5351,COMPONENTE / ZENER,Diodo Zener 5W X 14V 1N5351,2.50,0.00
1N5383,COMPONENTE / ZENER,Diodo Zener 5W X 150V 1N5383,2.50,0.00
1N5352,COMPONENTE / ZENER,Diodo Zener 5W X 15V 1N5352,2.50,6.00
1N5353,COMPONENTE / ZENER,Diodo Zener 5W X 16V 1N5353,2.50,0.00
1N5355,COMPONENTE / ZENER,Diodo Zener 5W X 18V 1N5355,2.50,0.00
1N5357,COMPONENTE / ZENER,Diodo Zener 5W X 20V 1N5357,2.50,0.00
1N5358,COMPONENTE / ZENER,Diodo Zener 5W X 22V 1N5358,2.50,0.00
1N5359,COMPONENTE / ZENER,Diodo Zener 5W X 24V 1N5359,2.50,0.00
1N5361,COMPONENTE / ZENER,Diodo Zener 5W X 27V 1N5361,2.50,0.00
1N5363,COMPONENTE / ZENER,Diodo Zener 5W X 30V 1N5363,2.50,10.00
1N5364,COMPONENTE / ZENER,Diodo Zener 5W X 33V 1N5364,2.50,0.00
1N5366,COMPONENTE / ZENER,Diodo Zener 5W X 39V 1N5366,2.50,0.00
1N5335,COMPONENTE / ZENER,Diodo Zener 5W X 3V9 1N5335,2.50,0.00
1N5368,COMPONENTE / ZENER,Diodo Zener 5W X 47V 1N5368,2.50,0.00
1N5336,COMPONENTE / ZENER,Diodo Zener 5W X 4V3 1N5336 ,2.50,0.00
1N5337,COMPONENTE / ZENER,Diodo Zener 5W X 4V7 1N5337,2.50,0.00
1N5338,COMPONENTE / ZENER,Diodo Zener 5W X 5V1 1N5338,2.50,0.00
1N5339,COMPONENTE / ZENER,Diodo Zener 5W X 5V6 1N5339,2.50,0.00
1N5340,COMPONENTE / ZENER,Diodo Zener 5W X 6V0 1N5340,2.50,14.00
1N5341,COMPONENTE / ZENER,Diodo Zener 5W X 6V2 1N5341,2.50,17.00
1N5342,COMPONENTE / ZENER,Diodo Zener 5W X 6V8 1N5342,2.50,16.00
1N5374,COMPONENTE / ZENER,Diodo Zener 5W X 75V 1N5374,2.50,10.00
1N5343,COMPONENTE / ZENER,Diodo Zener 5W X 7V5 1N5343,2.50,0.00
1N5375,COMPONENTE / ZENER,Diodo Zener 5W X 82V 1N5375,2.50,0.00
1N5344,COMPONENTE / ZENER,Diodo Zener 5W X 8V2 1N5344 ,2.50,0.00
1N5377,COMPONENTE / ZENER,Diodo Zener 5W X 91V 1N5377,2.50,0.00
1N5346,COMPONENTE / ZENER,Diodo Zener 5W X 9V1 1N5346,2.50,0.00
DZ920911E,COMPONENTE / DIODO,Diodo Zener DZ920911E Metal Case   Zener CX 2,29.90,20.00
LM129,COMPONENTE / DIODO,Diodo Zener LM129AH 6.9V  Zener Diversos 1,3.90,1.00
817B,COMPONENTE / ZENER,"Diodo Zener SMD 4,7V 817B  ZENER 5W  1",0.90,0.00
ZX8.2,COMPONENTE / DIODO,Diodo ZX8.2 12.5W  3.9-200V Cathode to stud  DIODO 19,12.90,3.00
26015,ANTENA / ACESSORIOS,Diplexador 5-2450 Mhz Diplexer 26.015,11.90,0.00
17891284023430,ELETRICA / DISJUNTOR,Disjuntor 10A Lorenzetti 55.001.10,15.90,8.00
27891284025363,ELETRICA / DISJUNTOR,Disjuntor 15A Lorenzetti 55.001.15,15.90,8.00
17891284023454,ELETRICA / DISJUNTOR,Disjuntor 20A Lorenzetti 55.001.20,15.90,7.00
17891284023461,ELETRICA / DISJUNTOR,Disjuntor 25A Lorenzetti 55.001.25,15.90,5.00
17891284023478,ELETRICA / DISJUNTOR,Disjuntor 30A Lorenzetti 55.001.30,15.90,6.00
17891284025403,ELETRICA / DISJUNTOR,Disjuntor 35A Lorenzetti 55.001.35,26.90,9.00
17891284025410,ELETRICA / DISJUNTOR,Disjuntor 40A Lorenzetti 55.001.40,26.90,4.00
17891284025427,ELETRICA / DISJUNTOR,Disjuntor 50A Lorenzetti 55.001.50,26.90,3.00
17891284025434,ELETRICA / DISJUNTOR,Disjuntor 60A Lorenzetti 55.001.60,39.90,6.00
17891284025441,ELETRICA / DISJUNTOR,Disjuntor 70A Lorenzetti 55.001.70,44.90,7.00
28074100,ELETRONICA / PORTA FUSIVEL,Disjuntor Automotivo 100A 28.074.100,89.80,7.00
28074140,ELETRONICA / PORTA FUSIVEL,Disjuntor Automotivo 140A 28.074.140,89.80,9.00
28074200,ELETRONICA / PORTA FUSIVEL,Disjuntor Automotivo 200A 28.074.200,89.80,10.00
2807470,ELETRONICA / PORTA FUSIVEL,Disjuntor Automotivo 70A 28.074.70,89.80,3.00
2807480,ELETRONICA / PORTA FUSIVEL,Disjuntor Automotivo 80A 28.074.80,89.80,4.00
7893401194712,ELETRICA / DISJUNTOR,Disjuntor Bipolar DIN 16A 55.003.16,48.20,6.00
5500320,ELETRICA / DISJUNTOR,Disjuntor Bipolar DIN 20A 55.003.20,41.90,4.00
7893401194651,ELETRICA / DISJUNTOR,Disjuntor Bipolar DIN 25A 55.003.25,41.90,5.00
7893401194750,ELETRICA / DISJUNTOR,Disjuntor Bipolar DIN 50A 55.003.21,41.90,8.00
5500210,ELETRICA / DISJUNTOR,Disjuntor Unipolar DIN 10A 55.002.10,12.50,2.00
5500216,ELETRICA / DISJUNTOR,Disjuntor Unipolar DIN 16A 55.002.16,12.50,8.00
5500220,ELETRICA / DISJUNTOR,Disjuntor Unipolar DIN 20A 55.002.20,12.50,12.00
5500225,ELETRICA / DISJUNTOR,Disjuntor Unipolar DIN 25A 55.002.25,12.50,11.00
5500232,ELETRICA / DISJUNTOR,Disjuntor Unipolar DIN 32A 55.002.32,12.50,7.00
5500240,ELETRICA / DISJUNTOR,Disjuntor Unipolar DIN 40A 55.002.40,16.90,5.00
5500250,ELETRICA / DISJUNTOR,Disjuntor Unipolar DIN 50A 55.002.50,16.90,10.00
5500263,ELETRICA / DISJUNTOR,Disjuntor Unipolar DIN 63A 55.002.63,16.90,8.00
4202003,FERRAMENTA,Dispenser Agulha 42.02.003,19.80,3.00
4202002,FERRAMENTA,Dispenser Azul 42.02.002  :CB5,32.70,10.00
4202004,FERRAMENTA,Dispenser Pincel 42.02.004,19.80,9.00
DISPLAY13,COMPONENTE / DISPLAY,Display Anodo HS3161BG Mascara Preta Luz Verde  [8.] DISPLAY13 :AA2,2.90,286.00
DISPLAY14,COMPONENTE / DISPLAY,Display Anodo HS3161BS Mascara Preta Luz Vermelha  [8.] DISPLAY14 :AA2,2.90,264.00
DISPLAY17,COMPONENTE / DISPLAY,Display Anodo HS3191BG Mascara Preta Luz Verde [8.] DISPLAY17 :AA2,2.90,177.00
DISPLAY19,COMPONENTE / DISPLAY,Display Anodo HS5202DG Duplo Mascara Cinza Luz Verde  [88.] DISPLAY19 :AA2,3.90,69.00
DISPLAY07,COMPONENTE / DISPLAY,Display Anodo LG5011BG Mascara Preta Luz Verde [8.] DISPLAY07 :AA2,2.20,717.00
DISPLAY06,COMPONENTE / DISPLAY,Display Catodo 35 Pontos Mascara Preta Luz Verde DISPLAY06,9.80,19.00
DISPLAY16,COMPONENTE / DISPLAY,Display Catodo HS3191AG Mascara Preta Luz Verde  [8.] DISPLAY16,2.90,113.00
DISPLAY15,COMPONENTE / DISPLAY,Display Catodo HS3191AS Mascara Preta Luz Vermelha  [8.] DISPLAY15 :AA2,2.90,87.00
DISPLAY08,COMPONENTE / DISPLAY,Display Catodo HS5161AG Mascara Preta Luz Verde [8.] DISPLAY08 :AA2,2.20,308.00
DISPLAY18,COMPONENTE / DISPLAY,Display Catodo HS5202AG Duplo Mascara Cinza Luz Verde [88.] DISPLAY18 :AA2,3.90,103.00
DISPLAY21,COMPONENTE,Display LCD 16 x 2 com Backligth Azul e Letra Branca DISPLAY21 :AA2,35.90,26.00
DISPLAY10,COMPONENTE / DISPLAY,Display LCD 16 x 2 com Backligth Azul e Letra Preta DISPLAY10,35.90,0.00
DISPLAY11,COMPONENTE / DISPLAY,Display LCD 16 x 2 com Backligth Verde e Letra Preta DISPLAY11 :AA2,42.90,26.00
DISPLAY12,COMPONENTE / DISPLAY,Display LCD 16 x 2 sem Backlight e Letra Preta DISPLAY12 :AA2,39.90,18.00
DISPLAY09,COMPONENTE / DISPLAY,Display LCD 16 x 4 com Backligth Verde e Letra Preta DISPLAY09 :AA2,77.90,10.00
DISPLAY02,COMPONENTE / DISPLAY,Display MAN4630A [+|] DISPLAY02,3.00,9.00
DISPLAY05,COMPONENTE / DISPLAY,Display NSN 334 DISPLAY05 :AA2,2.20,80.00
DISPLAY03,COMPONENTE / DISPLAY,Display PD380PK  [+|] DISPLAY03,3.00,2.00
35041,REFRIGERACAO / DISSIPADOR,"Dissipador Aluminio 3,4 x 3,4 cm 35.041",2.90,16.00
35040,REFRIGERACAO / DISSIPADOR,Dissipador Aluminio 4 x 4 cm 35.040 :AA3,2.90,34.00
35043,REFRIGERACAO / DISSIPADOR,"Dissipador Aluminio 4,3 x 5,2 cm 35.043 ",3.90,0.00
35037,REFRIGERACAO / DISSIPADOR,Dissipador Aluminio com adesivo 35.037  :AA3,5.50,57.00
35036,REFRIGERACAO / DISSIPADOR,"Dissipador Aluminio com adesivo 6,5 x 6 cm 35.036",8.90,0.00
35031,REFRIGERACAO / DISSIPADOR,Dissipador Anodizado para TO3 35.031,25.90,0.00
35035,REFRIGERACAO / DISSIPADOR,Dissipador Estampado Anodizado com 1 furo 35.035,2.20,0.00
35034,REFRIGERACAO / DISSIPADOR,Dissipador Estampado Anodizado com 2 furos 35.034,2.20,0.00
35039,REFRIGERACAO / DISSIPADOR,"Dissipador Oxido Bilirico Grande 3,6x6,0cm 35.039",1.50,40.00
35038,REFRIGERACAO / DISSIPADOR,"Dissipador Oxido Bilirico Pequeno 3,6x4,3cm 35.038",1.20,41.00
35033,REFRIGERACAO / DISSIPADOR,Dissipador para TIP - TIC Grande 35.033,1.40,0.00
35032,REFRIGERACAO / DISSIPADOR,Dissipador para TIP - TIC Pequeno 35.032,0.80,0.00
35030,REFRIGERACAO / DISSIPADOR,Dissipador Preto Pequeno Encaixe TIP 35.030 ,1.20,31.00
26127,ANTENA / ACESSORIOS,Distribuidor VGA 2 Portas Splitter 26.127,79.80,0.00
260176,ANTENA / ACESSORIOS,Divisor 2 Saidas Metal 5/50-2400/2500 Mhz Profissional Power Pass Tozz 26.017.6 ,13.90,16.00
260174,ANTENA / ACESSORIOS,Divisor 2 Saidas Metal 5-1000 MHz TV a Cabo 26.017.4 :AD4,11.20,396.00
260177,ANTENA / ACESSORIOS,Divisor 2 Saidas Metal 5-900 Mhz 26.017.7 :AD4,2.90,63.00
7895194085604,ANTENA / ACESSORIOS,Divisor 2 Saidas Metal 5-900 Mhz Mini 26.017.1,2.20,10.00
7899299005192,ANTENA / ACESSORIOS,Divisor 2 Saidas Metal 900-2050 Mhz Profissional 26.017.8 ,7.90,3.00
260173,ANTENA / ACESSORIOS,Divisor 2 Saidas Metal 900-2500 Mhz Profissional 26.017.3,9.80,6.00
7899726412050,ANTENA / ACESSORIOS,Divisor 2 Saidas Metal 950-2400MHz DISEQ 26.017.10,23.90,7.00
260175,ANTENA / ACESSORIOS,Divisor 2 Saidas Metal Tipo T Engate Rapido Femea 26.017.5,2.70,42.00
26017,ANTENA / ACESSORIOS,Divisor 2 Saidas Metal Tipo T Rosca 26.017 :AE4,2.70,200.00
260181,ANTENA / ACESSORIOS,Divisor 3 Saidas Metal 50-2400 Mhz Profissional Power Pass 26.018.1,13.90,2.00
260182,ANTENA / ACESSORIOS,Divisor 3 Saidas Metal 5-1000 Mhz TV a Cabo 26.018.2 :AD4,13.90,78.00
260183,ANTENA / ACESSORIOS,Divisor 3 Saidas Metal 5-2500 Mhz Profissional Power PassTozz 26.018.3 ,14.90,1.00
26018,ANTENA / ACESSORIOS,Divisor 3 Saidas Metal 5-900 Mhz 26.018  :AD4,3.60,57.00
7899299005246,ANTENA / ACESSORIOS,Divisor 4 Saidas Metal 50-2400 Mhz Satelite  26.019.3 :AE4,16.90,7.00
260195,ANTENA / ACESSORIOS,Divisor 4 Saidas Metal 5-1000 Mhz TV a Cabo 26.019.5  :AE4,15.60,119.00
7898947177656,ANTENA / ACESSORIOS,Divisor 4 Saidas Metal 5-1000 Mhz TV a Cabo Profissional 26.019.4 ,17.90,10.00
7899299005222,ANTENA / ACESSORIOS,Divisor 4 Saidas Metal 5-2500 Mhz Power Pass 26.019.1,13.90,0.00
26019,ANTENA / ACESSORIOS,Divisor 4 Saidas Metal 5-900 Mhz 26.019 :AE4,4.80,65.00
260196,ANTENA / ACESSORIOS,Divisor 4 Saidas Metal 900 e 950-2400 Mhz Satelite  26.019.6 :AE4,13.80,8.00
7899299002337,ANTENA / ACESSORIOS,Divisor 4 Saidas Metal 900-2050 Mhz Power Pass 26.019.2,15.90,6.00
260197,ANTENA / ACESSORIOS,Divisor 4 Saidas Metal 950-2400MHz DISEQ 26.019.7,25.90,1.00
2601910,ANTENA / ACESSORIOS,Divisor 6 Saidas Metal 26.019.1.0 ,23.90,5.00
2601911,ANTENA / ACESSORIOS,Divisor 6 Saidas Metal 5-1000 mHz TV a Cabo Profissional 26.019.1.1,27.90,3.00
2601912,ANTENA / ACESSORIOS,Divisor 8 Saidas Metal 5-1000 Mhz 26.019.12 :AD4,12.90,18.00
2601913,ANTENA / ACESSORIOS,Divisor 8 Saidas Metal 5-1000 mHz TV a Cabo 26.019.13,36.90,7.00
26019121,ANTENA / ACESSORIOS,Divisor 8 Saidas Metal 5-900 Mhz TV a Cabo 26.019.121,12.90,3.00
7892234560572,ANTENA / ACESSORIOS,Divisor HDMI 1 Entrada x 2 Saidas 26.119,89.90,0.00
4713968540025,ANTENA / ACESSORIOS,Divisor HDMI 1 Entrada x 4 Saidas 26.120,179.80,1.00
7002011,INFORMATICA,Dobradiça para Toca Disco DS 10/25/44 MS 77/100 o PAR 70.02.011,17.90,10.00
7002010,INFORMATICA,Dobradiça para Toca Disco Sony LBT35/45 o PAR 70.02.010,17.90,6.00
49023,ALTO FALANTE / TWEETER,"Drive Piezo 2 1/2"" 75W 4R 49.023",11.20,0.00
7898923104102,ALTO FALANTE / TWEETER,"Drive Piezo 4"" Profissional Orion TSR5200 120W 49.024",43.90,1.00
65031VM,FUSIVEL / OUTROS,Elemento de Ajuste 10A Diased Vermelho Lorenzetti 65.031VM,1.50,6.00
65031CZ,FUSIVEL / OUTROS,Elemento de Ajuste 16A Diased Cinza Lorenzetti 65.031CZ,1.50,28.00
65031AZ,FUSIVEL / OUTROS,Elemento de Ajuste 20A Diased Azul Lorenzetti 65.031AZ,1.50,14.00
65031AM,FUSIVEL / OUTROS,Elemento de Ajuste 25A Diased Amarelo Lorenzetti 65.031AM,1.50,14.00
65032BR,FUSIVEL / OUTROS,Elemento de Ajuste 50A Diased Branco Lorenzetti 65.032BR,2.10,21.00
65032MR,FUSIVEL / OUTROS,Elemento de Ajuste 63A Diased Marrom Lorenzetti 65.032MR,2.10,12.00
65032PT,FUSIVEL / OUTROS,Elemento de Ajuste 63A Diased Preto Lorenzetti 65.032PT,2.10,26.00
65031VD,FUSIVEL / OUTROS,Elemento de Ajuste 6A Diased Verde Lorenzetti 65.031VD,1.50,27.00
251024,CONECTOR / ADAPTADOR,Emenda 1 RCA Femea Metal 25.102.4,2.20,0.00
25102,CONECTOR / ADAPTADOR,Emenda 1 RCA Prateado 25.102   CX186  :AB5,1.50,141.00
250825,CONECTOR / ADAPTADOR,Emenda 2 RCA + SVHS 25.082.5   CX188,5.90,1.00
7895194240393,CONECTOR / ADAPTADOR,Emenda 2 RCA Dupla 25.102.2   CX186 :AB5,2.50,424.00
251029,CONECTOR / ADAPTADOR,Emenda 3 RCA Femea Tripla BR/AM/VM 25.102.9   CX188  :AB5,3.20,83.00
251027,CONECTOR / ADAPTADOR,Emenda 3 RCA Femea Tripla Dourada 25.102.7   CX187 ,2.90,2.00
2510219,CONECTOR / ADAPTADOR,Emenda 3 RCA Femea Tripla Prateada 25.102.19   CX187 :AB5,2.90,323.00
251028,CONECTOR / ADAPTADOR,Emenda 3 RCA Femea Tripla VM/AZ/VD 25.102.8   CX188  :AB5,3.20,45.00
27022,CONECTOR / BNC,Emenda BNC Femea 27.022   CX193  :AB4,3.20,186.00
27023,CONECTOR / ADAPTADOR,Emenda BNC Macho 27.023 CX193,5.90,0.00
270221,CONECTOR / BNC,Emenda BNC Painel 27.022.1   CX193  :AB4,6.30,100.00
7899299013395,CONECTOR / ADAPTADOR,Emenda Cabo Optico Fibra Optica Toslink 25.082.7 CX192,3.95,1.00
2510521,CONECTOR / ADAPTADOR,Emenda Canon Femea X Canon Femea 25.105.21   CX145,11.20,4.00
2510520,CONECTOR / ADAPTADOR,Emenda Canon Macho X Canon Macho CA302HYX 25.105.20   CX,14.90,0.00
26026,ANTENA / ACESSORIOS,Emenda F Femea 26.026  :AE4,1.50,554.00
260262,ANTENA / ACESSORIOS,Emenda F Macho 26.026.2   CX175 ,2.20,42.00
260261,ANTENA / ACESSORIOS,Emenda F Metal com Aterramento 26.026.1 :AE4,1.50,97.00
27091,CONECTOR,Emenda Fio Forca 4AWG Ouro 27.091,3.50,0.00
27092,CONECTOR,Emenda Fio Forca 8AWG Ouro 27.092,4.50,0.00
2510481,CONECTOR / ADAPTADOR,Emenda Mini DIN 4 Furos - 25.104.8.1   CX190,4.10,8.00
2510482,CONECTOR / ADAPTADOR,Emenda Mini DIN 6 Furos 25.104.8.2   CX190,3.80,10.00
2510483,CONECTOR / ADAPTADOR,Emenda Mini DIN 8 Furos 25.104.8.3   CX190,4.20,9.00
25098,CONECTOR / ADAPTADOR,Emenda P10 Mono 25.098   CX185,3.90,0.00
250943,CONECTOR / ADAPTADOR,Emenda P10 Mono Metal 25.094.3   CX185,4.70,0.00
25099,CONECTOR / ADAPTADOR,Emenda P10 Stereo 25.099   CX185,3.90,4.00
250991,CONECTOR / ADAPTADOR,Emenda P10 Stereo Metal 25.099.1   CX185,10.90,10.00
25106,CONECTOR / ADAPTADOR,Emenda P2 Mono 25.106   CX184,1.50,2.00
251061,CONECTOR / ADAPTADOR,Emenda P2 Mono Metal 25.106.1   CX184,2.40,28.00
25107,CONECTOR / ADAPTADOR,Emenda P2 Stereo 25.107   CX184  :AB5,4.50,94.00
251071,CONECTOR / ADAPTADOR,Emenda P2 Stereo Metal 25.107.1   CX,3.90,6.00
250824,CONECTOR / ADAPTADOR,Emenda P4 DC 2.5mm 25.082.4   CX189,3.20,4.00
23103,ILUMINACAO / LED,Emenda para Fita de LED 5050 23.103  :AA2,1.20,236.00
23108,ILUMINACAO / LED,Emenda para Fita de LED 5050 Tipo L 90 23.108,4.80,21.00
3020007,CONECTOR / RJ,Emenda RJ11 6x4 30.033.3 30.20.007,2.20,73.00
7895194240423,CONECTOR / RJ,Emenda RJ45 8x8 Cruzada 30.064  :CF3 30.20.008,3.90,225.00
3020009,CONECTOR / RJ,Emenda RJ45 8x8 Normal 30.076 30.20.009  :CF3,2.90,866.00
2703027,CONECTOR / ADAPTADOR,Emenda SMA Femea 27.030.27   CX192,9.80,0.00
2703028,CONECTOR / ADAPTADOR,Emenda SMA Macho 27.030.28   CX192,12.90,0.00
7898159180178,MUSICA / CORDA,Encordoamento de Violão de Aço de 1a 33.003,1.40,11.00
400242,FERRAMENTA / FERRAGEM,Escapula + Bucha  8 40.024.2,0.60,106.00
7899767424548,FERRAMENTA,Escova de Aço com 3 peças,12.90,0.00
21J112,FERRAMENTA,Escova ESD HK212 Hikari 21J112,8.90,0.00
21J113,FERRAMENTA,Escova ESD HK213 Hikari 21J113  :CB5,14.30,14.00
21J114,FERRAMENTA,Escova ESD HK214 Hikari 21J114,21.40,8.00
21J115,FERRAMENTA,Escova ESD HK215 Hikari 21J115  ,27.90,16.00
1031001,FIOS E CABOS / SOL POLAR,Esfera 11mm 10.31.001,1.10,8.00
7890176002594,ELETRONICA / ESPACADOR,"Espaçador Hellermann  3,0mm ECI30NAT",0.40,260.00
7890176002761,ELETRONICA / ESPACADOR,"Espaçador Hellermann  6,4mm ECI64 NAT :BC4",0.50,1205.00
7890176002648,ELETRONICA / ESPACADOR,"Espaçador Hellermann  9,4mm ECI94 NAT :BC4",0.55,1000.00
ECI127,ELETRONICA / ESPACADOR,"Espaçador Hellermann 12,7mm ECI127",0.60,0.00
7890176002655,ELETRONICA / ESPACADOR,"Espaçador Hellermann 15,9mm ECI159 NAT :BC4",0.65,1079.00
7890176002662,ELETRONICA / ESPACADOR,"Espaçador Hellermann 25,4mm ECI254 NAT",0.80,208.00
37057,FERRAMENTA / FERRAGEM,Espaçador M2 de Bronze 10mm Macho x Femea O PAR 37.057,2.20,0.00
37061,FERRAMENTA / FERRAGEM,Espaçador M3 de Bronze 15mm Femea x Femea O PAR 37.061,2.20,0.00
37054,FERRAMENTA / FERRAGEM,Espaçador M3 de Bronze 15mm Macho x Femea O PAR 37.054,2.90,0.00
37055,FERRAMENTA / FERRAGEM,Espaçador M3 de Bronze 20mm Macho x Femea O PAR 37.055,3.20,0.00
37062,FERRAMENTA / FERRAGEM,Espaçador M3 de Bronze 25mm Femea x Femea O PAR 37.062,2.90,0.00
37058,FERRAMENTA / FERRAGEM,Espaçador M3 de Bronze 25mm Macho x Femea O PAR 37.058,3.30,0.00
37063,FERRAMENTA / FERRAGEM,Espaçador M3 de Bronze 30mm Femea x Femea O PAR 37.063,3.20,0.00
37064,FERRAMENTA / FERRAGEM,Espaçador M3 de Bronze 35mm Femea x Femea O PAR 37.064,3.40,0.00
37065,FERRAMENTA / FERRAGEM,Espaçador M3 de Bronze 40mm Femea x Femea O PAR 37.065,3.60,0.00
37056,FERRAMENTA / FERRAGEM,Espaçador M3 de Bronze 40mm Macho x Femea O PAR 37.056,3.40,0.00
